,word,frequency
1648,drafts,1
1649,honoured,10
1650,minutes,11
1651,"all
",26
1652,foreign,5
1653,home,19
1654,"connection,",2
1655,paid,16
1656,thrice,3
1657,time.,16
1658,"Then
",1
1659,strong-rooms,2
1660,"underground,",1
1661,"Tellson's,",16
1662,valuable,3
1663,stores,2
1664,secrets,1
1665,known,48
1666,(and,7
1667,knew,69
1668,"them),",2
1669,keys,3
1670,"feebly-burning
",1
1671,"candle,",4
1672,"safe,",3
1673,"strong,",4
1674,"sound,",5
1675,"still,",7
1676,just,37
1677,seen,88
1678,"But,",73
1679,(in,4
1680,confused,4
1681,presence,8
1682,pain,10
1683,"opiate)
",1
1684,current,4
1685,impression,6
1686,ceased,8
1687,"run,",2
1688,night.,14
1689,"dig
",1
1690,"grave.
",4
1691,"Now,",27
1692,multitude,6
1693,faces,36
1694,themselves,17
1695,"before
",12
1696,true,19
1697,face,99
1698,"person,",4
1699,"night
",4
1700,indicate;,1
1701,five-and-forty,1
1702,differed,1
1703,principally,2
1704,"passions
",1
1705,"expressed,",1
1706,ghastliness,1
1707,worn,9
1708,wasted,4
1709,"state.
",2
1710,"Pride,",1
1711,"contempt,",2
1712,"defiance,",1
1713,"stubbornness,",1
1714,"submission,",3
1715,"lamentation,
",1
1716,succeeded,1
1717,another;,2
1718,varieties,2
1719,sunken,2
1720,"cheek,",4
1721,"cadaverous
",2
1722,"colour,",5
1723,emaciated,1
1724,figures.,1
1725,"main
",1
1726,prematurely,2
1727,white.,1
1728,inquired,7
1729,"spectre:
",1
1730,"""Buried",3
1731,how,78
1732,"long?""
",3
1733,same:,1
1734,"""Almost",3
1735,eighteen,6
1736,"years.""
",5
1737,"""You",119
1738,abandoned,9
1739,dug,4
1740,"out?""
",6
1741,"""Long",4
1742,"ago.""
",7
1743,recalled,5
1744,"life?""
",4
1745,"""They",16
1746,tell,75
1747,"so.""
",15
1748,care,25
1749,"live?""
",3
1750,"say.""
",7
1751,"""Shall",6
1752,show,37
1753,you?,8
1754,Will,8
1755,"her?""
",4
1756,answers,1
1757,question,23
1758,various,13
1759,"contradictory.
",1
1760,Sometimes,2
1761,broken,13
1762,reply,4
1763,"""Wait!",1
1764,kill,4
1765,saw,73
1766,"soon.""",1
1767,"Sometimes,",4
1768,given,10
1769,tender,5
1770,"tears,",7
1771,"then
",12
1772,"her.""",1
1773,staring,10
1774,"bewildered,",1
1775,her.,28
1776,"understand.""
",1
1777,imaginary,5
1778,"discourse,",2
1779,fancy,7
1780,"would
",22
1781,"dig,",3
1782,dig-,3
1783,"spade,",2
1784,"key,",2
1785,hands-,1
1786,dig,3
1787,out.,16
1788,Got,1
1789,"last,",15
1790,earth,19
1791,fall,8
1792,"away
",3
1793,dust.,1
1794,start,4
1795,lower,5
1796,"window,",15
1797,reality,3
1798,"cheek.
",2
1799,Yet,5
1800,"rain,",2
1801,moving,10
1802,patch,1
1803,"lamps,",3
1804,hedge,1
1805,"roadside
",1
1806,retreating,2
1807,"jerks,",1
1808,outside,12
1809,"fall
",1
1810,train,4
1811,within.,2
1812,real,19
1813,"Banking-house
",1
1814,"strong
",3
1815,"rooms,",8
1816,express,10
1817,"returned,
",1
1818,there.,20
1819,Out,3
1820,ghostly,4
1821,"rise,",1
1822,accost,1
1823,Dig-,1
1824,impatient,4
1825,movement,5
1826,"two
",18
1827,admonish,1
1828,draw,11
1829,"arm
",3
1830,securely,2
1831,speculate,3
1832,slumbering,2
1833,"forms,",2
1834,lost,25
1835,"again
",4
1836,slid,1
1837,away,56
1838,spoken-,1
1839,distinctly,3
1840,spoken,18
1841,life-,6
1842,weary,5
1843,consciousness,4
1844,"daylight,",2
1845,"found
",4
1846,"gone.
",6
1847,lowered,4
1848,rising,20
1849,sun.,5
1850,ridge,3
1851,ploughed,3
1852,"land,",2
1853,plough,3
1854,"left
",6
1855,unyoked;,1
1856,"beyond,",2
1857,"coppice-wood,
",1
1858,red,40
1859,golden,27
1860,yellow,5
1861,"remained
",5
1862,trees.,5
1863,Though,7
1864,"wet,",4
1865,sky,12
1866,"clear,",2
1867,sun,23
1868,rose,25
1869,"bright,",1
1870,"placid,",1
1871,"beautiful.
",1
1872,"""Eighteen",1
1873,"years!""",1
1874,"sun.
",2
1875,"""Gracious",1
1876,Creator,1
1877,day!,1
1878,alive,1
1879,"years!""
",1
1880,"IV
",3
1881,"PREPARATION
",1
1882,WHEN,2
1883,MAIL,1
1884,successfully,1
1885,"Dover,",3
1886,course,18
1887,"forenoon,",2
1888,drawer,2
1889,Royal,4
1890,George,7
1891,Hotel,5
1892,custom,3
1893,was.,7
1894,flourish,1
1895,"ceremony,",2
1896,journey,11
1897,"an
",41
1898,achievement,1
1899,congratulate,2
1900,adventurous,3
1901,traveller,4
1902,"upon.
",1
1903,By,7
1904,congratulated:,1
1905,others,13
1906,respective,1
1907,roadside,1
1908,destinations.,1
1909,mildewy,1
1910,inside,7
1911,"coach,
",1
1912,damp,6
1913,disagreeable,3
1914,"smell,",3
1915,"obscurity,",1
1916,rather,31
1917,dog-kennel.,1
1918,shaking,18
1919,chains,1
1920,tangle,1
1921,shaggy,3
1922,"wrapper,",1
1923,flapping,1
1924,"hat,",3
1925,muddy,3
1926,"legs,",4
1927,"larger
",1
1928,sort,10
1929,"dog.
",1
1930,packet,2
1931,"Calais,",3
1932,"to-morrow,",6
1933,"drawer?""
",1
1934,"sir,",17
1935,holds,3
1936,wind,9
1937,sets,3
1938,"fair.
",1
1939,tide,7
1940,serve,9
1941,nicely,1
1942,"afternoon,
",1
1943,sir.,14
1944,"Bed,",1
1945,"sir?""
",9
1946,bed,13
1947,night;,2
1948,"bedroom,",3
1949,"barber.""
",1
1950,"""And",47
1951,"breakfast,",6
1952,sir?,3
1953,"Yes,",6
1954,That,36
1955,"please.
",1
1956,Show,2
1957,Concord!,1
1958,Gentleman's,1
1959,valise,2
1960,hot,9
1961,Concord.,3
1962,Pull,2
1963,"off
",6
1964,gentleman's,2
1965,boots,6
1966,(You,1
1967,find,37
1968,fine,25
1969,sea-coal,1
1970,"fire,
",3
1971,sir.),1
1972,Fetch,1
1973,barber,1
1974,Stir,1
1975,"Concord!""
",1
1976,Concord,2
1977,bed-chamber,5
1978,assigned,2
1979,"by
",41
1980,heavily,11
1981,"foot,",3
1982,odd,7
1983,interest,16
1984,"establishment
",1
1985,"George,",1
1986,although,15
1987,kinds,4
1988,men,51
1989,"Consequently,",1
1990,"drawer,",3
1991,"porters,",1
1992,maids,1
1993,"landlady,",1
1994,loitering,2
1995,accident,2
1996,points,5
1997,"coffee-room,",1
1998,gentleman,45
1999,formally,1
2000,dressed,7
2001,brown,7
2002,"clothes,",7
2003,"well
",6
2004,worn.,3
2005,"kept,",2
2006,square,1
2007,cuffs,1
2008,flaps,1
2009,"pockets,",7
2010,"breakfast.
",2
2011,coffee-room,2
2012,"occupant,",1
2013,brown.,1
2014,breakfast-table,1
2015,"fire,",10
2016,"sat,",5
2017,shining,11
2018,waiting,16
2019,"meal,",1
2020,"sat
",8
2021,sitting,17
2022,"portrait.
",1
2023,Very,6
2024,orderly,2
2025,methodical,4
2026,"looked,",6
2027,"knee,",3
2028,watch,8
2029,ticking,1
2030,sonorous,1
2031,sermon,1
2032,flapped,2
2033,"waistcoat,",1
2034,pitted,2
2035,gravity,1
2036,longevity,1
2037,levity,1
2038,evanescence,1
2039,brisk,3
2040,fire.,8
2041,"leg,",1
2042,"little
",21
2043,vain,8
2044,stockings,1
2045,fitted,4
2046,sleek,2
2047,"close,",2
2048,texture;,1
2049,shoes,9
2050,"buckles,",1
2051,"too,",31
2052,"plain,",2
2053,trim.,1
2054,crisp,2
2055,flaxen,4
2056,"wig,",5
2057,setting,12
2058,"close
",5
2059,head:,2
2060,"presumed,",1
2061,spun,4
2062,filaments,1
2063,silk,3
2064,glass.,5
2065,"linen,",4
2066,fineness,1
2067,accordance,2
2068,"stockings,",2
2069,white,22
2070,tops,3
2071,broke,10
2072,neighbouring,6
2073,"beach,",3
2074,specks,1
2075,sail,3
2076,glinted,1
2077,"sunlight
",1
2078,sea.,4
2079,habitually,2
2080,suppressed,6
2081,"quieted,",1
2082,"still
",8
2083,lighted,12
2084,quaint,1
2085,wig,9
2086,pair,8
2087,moist,1
2088,bright,22
2089,must,94
2090,cost,2
2091,"owner,",1
2092,years,49
2093,gone,38
2094,"by,",9
2095,pains,3
2096,drill,1
2097,composed,6
2098,reserved,3
2099,expression,22
2100,healthy,4
2101,"cheeks,",1
2102,"lined,",1
2103,bore,11
2104,"few
",7
2105,traces,2
2106,anxiety.,2
2107,bachelor,4
2108,clerks,4
2109,occupied,12
2110,cares,5
2111,people;,2
2112,second-hand,2
2113,"cares,",1
2114,"clothes,
",1
2115,easily,12
2116,"on.
",4
2117,Completing,1
2118,resemblance,9
2119,"portrait,",1
2120,dropped,35
2121,sleep.,4
2122,arrival,4
2123,"breakfast
",2
2124,roused,6
2125,chair,17
2126,"it:
",1
2127,wish,22
2128,accommodation,1
2129,prepared,5
2130,young,86
2131,lady,26
2132,here,58
2133,to-day.,8
2134,She,90
2135,ask,45
2136,"ask
",3
2137,Please,1
2138,"know.""
",5
2139,"""Yes.""
",11
2140,We,35
2141,oftentimes,1
2142,"gentlemen
",1
2143,travelling,13
2144,backwards,3
2145,forwards,2
2146,betwixt,1
2147,"Paris,
",3
2148,vast,4
2149,deal,7
2150,"travelling,",4
2151,Tellson,6
2152,Company's,1
2153,"House.""
",1
2154,"""Yes.",13
2155,French,33
2156,"House,",5
2157,"one.""
",4
2158,habit,6
2159,"yourself,",9
2160,"think,",11
2161,"""Not",21
2162,years.,2
2163,fifteen,3
2164,since,25
2165,we-since,1
2166,I-,2
2167,"came
",10
2168,"France.""
",4
2169,"""Indeed,",4
2170,"here,",42
2171,Before,8
2172,our,87
2173,"people's
",1
2174,believe,34
2175,"""But",27
2176,"wager,",1
2177,House,18
2178,Company,1
2179,"flourishing,",1
2180,matter,16
2181,"fifty,",2
2182,speak,37
2183,"fifteen
",1
2184,"ago?""
",2
2185,treble,1
2186,"truth.""
",1
2187,"sir!""
",2
2188,Rounding,1
2189,mouth,9
2190,stepped,6
2191,backward,2
2192,"table,",20
2193,waiter,3
2194,shifted,2
2195,napkin,1
2196,"left,",6
2197,comfortable,1
2198,"attitude,",5
2199,surveying,3
2200,guest,1
2201,ate,6
2202,"drank,",1
2203,observatory,1
2204,"watchtower.
",1
2205,According,2
2206,immemorial,1
2207,usage,2
2208,waiters,1
2209,"ages.
",2
2210,finished,4
2211,stroll,1
2212,beach.,1
2213,"narrow,",2
2214,crooked,4
2215,"hid
",1
2216,ran,21
2217,chalk,1
2218,"cliffs,
",1
2219,marine,1
2220,ostrich.,1
2221,beach,1
2222,desert,3
2223,heaps,4
2224,stones,12
2225,tumbling,2
2226,wildly,3
2227,"about,",12
2228,"liked,",1
2229,liked,2
2230,destruction.,1
2231,thundered,1
2232,"town,",2
2233,"thundered
",1
2234,"cliffs,",1
2235,coast,2
2236,"down,",36
2237,madly.,1
2238,strong,54
2239,piscatory,1
2240,flavour,3
2241,"have
",51
2242,supposed,13
2243,sick,4
2244,fish,3
2245,dipped,5
2246,"went
",12
2247,fishing,3
2248,done,48
2249,"port,
",1
2250,quantity,8
2251,strolling,1
2252,"seaward:
",1
2253,particularly,9
2254,"made,",7
2255,"flood.
",1
2256,Small,1
2257,"tradesmen,",1
2258,"whatever,",2
2259,sometimes,17
2260,"unaccountably
",1
2261,realised,1
2262,"fortunes,",2
2263,remarkable,15
2264,neighbourhood,1
2265,endure,3
2266,"lamplighter.
",1
2267,day,60
2268,"afternoon,",5
2269,"air,",16
2270,intervals,4
2271,clear,9
2272,allow,3
2273,"seen,
",1
2274,again,62
2275,charged,5
2276,"vapour,",1
2277,Lorry's,25
2278,"seemed
",3
2279,cloud,8
2280,too.,9
2281,"dark,",16
2282,sat,84
2283,"coffee-room
",1
2284,awaiting,5
2285,dinner,6
2286,awaited,7
2287,"mind
",5
2288,busily,4
2289,"digging,",3
2290,live,27
2291,"coals.
",1
2292,bottle,5
2293,claret,1
2294,does,25
2295,digger,1
2296,"red
",5
2297,coals,2
2298,"harm,",1
2299,has,126
2300,throw,4
2301,work.,7
2302,idle,3
2303,glassful,2
2304,wine,31
2305,"satisfaction
",1
2306,elderly,4
2307,fresh,7
2308,"complexion
",1
2309,end,17
2310,"bottle,",2
2311,rattling,1
2312,"street,",16
2313,rumbled,1
2314,"inn-yard.
",1
2315,glass,19
2316,untouched.,1
2317,"""This",7
2318,"Mam'selle!""",1
2319,"he.
",1
2320,announce,1
2321,"Miss
",13
2322,Manette,48
2323,arrived,10
2324,happy,20
2325,"Tellson's.
",3
2326,"""So",9
2327,"soon?""
",1
2328,Miss,186
2329,refreshment,2
2330,"required
",2
2331,none,10
2332,extremely,2
2333,anxious,12
2334,"immediately,",5
2335,suited,1
2336,pleasure,10
2337,"convenience.
",1
2338,"empty
",3
2339,stolid,2
2340,"desperation,",2
2341,settle,1
2342,"ears,",8
2343,follow,11
2344,"Manette's
",1
2345,apartment.,1
2346,"large,",5
2347,"room,",28
2348,funereal,1
2349,"manner
",3
2350,"horsehair,",1
2351,tables.,1
2352,These,15
2353,oiled,1
2354,"oiled,",1
2355,tall,16
2356,candles,4
2357,table,6
2358,middle,7
2359,gloomily,3
2360,reflected,3
2361,leaf;,1
2362,"they
",39
2363,"buried,",1
2364,deep,13
2365,graves,1
2366,"mahogany,",1
2367,"speak
",4
2368,expected,12
2369,"out.
",15
2370,obscurity,5
2371,difficult,14
2372,penetrate,1
2373,"Lorry,
",7
2374,picking,6
2375,well-worn,1
2376,Turkey,1
2377,"carpet,",1
2378,"be,",27
2379,"moment,",22
2380,"until,",1
2381,"having
",4
2382,"candles,",1
2383,receive,4
2384,seventeen,5
2385,"riding-cloak,",1
2386,"straw
",1
2387,travelling-hat,1
2388,ribbon,4
2389,band.,2
2390,"slight,",2
2391,"figure,",8
2392,blue,18
2393,met,9
2394,inquiring,4
2395,"look,",11
2396,forehead,13
2397,singular,6
2398,capacity,3
2399,(remembering,1
2400,smooth,3
2401,"was),",3
2402,lifting,6
2403,knitting,17
2404,"quite
",11
2405,"perplexity,",1
2406,"wonder,",1
2407,"alarm,",2
2408,merely,7
2409,"fixed
",2
2410,"attention,",6
2411,included,1
2412,four,31
2413,expressions-,1
2414,"eyes
",10
2415,sudden,11
2416,vivid,3
2417,likeness,4
2418,"him,
",18
2419,child,37
2420,held,49
2421,arms,21
2422,passage,8
2423,"Channel,",3
2424,hail,3
2425,drifted,3
2426,"sea
",3
2427,high.,1
2428,"away,",23
2429,breath,8
2430,gaunt,4
2431,pier-glass,1
2432,"her,",91
2433,frame,2
2434,"hospital
",1
2435,procession,5
2436,negro,2
2437,"cupids,",1
2438,headless,1
2439,"cripples,",1
2440,offering,1
2441,baskets,1
2442,Dead,3
2443,Sea,1
2444,fruit,3
2445,divinities,1
2446,feminine,2
2447,gender-,1
2448,formal,3
2449,bow,2
2450,"Manette.
",4
2451,"""Pray",4
2452,"sir.""",2
2453,pleasant,14
2454,voice;,4
2455,"accent,",1
2456,"indeed.
",4
2457,kiss,7
2458,"miss,""",5
2459,manners,3
2460,earlier,3
2461,"date,",2
2462,"seat.
",2
2463,letter,16
2464,"yesterday,",6
2465,informing,1
2466,"me
",12
2467,intelligence-,1
2468,"discovery--""
",1
2469,"""The",57
2470,word,39
2471,"material,",2
2472,miss;,2
2473,"do.""
",6
2474,"""-respecting",1
2475,property,8
2476,poor,70
2477,"father,",38
2478,"never
",14
2479,saw-,1
2480,"dead-""
",1
2481,"chair,",12
2482,cast,10
2483,troubled,11
2484,towards,56
2485,hospital,2
2486,cupids.,1
2487,help,24
2488,"for
",50
2489,absurd,1
2490,"baskets!
",1
2491,"""-rendered",1
2492,necessary,13
2493,communicate,3
2494,despatched,2
2495,"purpose.""
",1
2496,"""Myself.""
",1
2497,"""As",18
2498,"hear,",2
2499,curtseyed,2
2500,(young,1
2501,ladies,4
2502,curtseys,1
2503,"days),
",1
2504,desire,10
2505,convey,4
2506,felt,19
2507,older,3
2508,wiser,2
2509,she.,1
2510,"bow.
",2
2511,replied,7
2512,considered,9
2513,"necessary,",2
2514,"know,",22
2515,advise,4
2516,"should
",8
2517,orphan,2
2518,"who
",20
2519,esteem,1
2520,highly,7
2521,permitted,4
2522,"myself,",17
2523,during,16
2524,"journey,",5
2525,worthy,10
2526,"gentleman's
",1
2527,protection.,2
2528,"here.""
",9
2529,"happy,""",1
2530,"""to",13
2531,entrusted,2
2532,charge.,3
2533,execute,3
2534,"it.""
",36
2535,"""Sir,",2
2536,thank,17
2537,gratefully.,1
2538,"told
",3
2539,explain,5
2540,details,3
2541,"business,",18
2542,prepare,7
2543,myself,25
2544,surprising,2
2545,nature.,3
2546,naturally,9
2547,eager,5
2548,"are.""
",3
2549,"""Naturally,""",1
2550,Lorry.,23
2551,"""Yes-",2
2552,"I--""
",1
2553,"pause,",8
2554,"added,",11
2555,settling,3
2556,"ears,
",1
2557,"begin.""
",1
2558,"begin,",1
2559,"but,",76
2560,"indecision,",1
2561,glance.,1
2562,lifted,14
2563,expression-,1
2564,"characteristic,",1
2565,singular-,1
2566,involuntary,3
2567,action,10
2568,caught,15
2569,"at,",8
2570,"stayed
",1
2571,passing,15
2572,"shadow.
",1
2573,"""Are",10
2574,stranger,4
2575,"""Am",3
2576,"not?""",2
2577,"hands,",16
2578,extended,5
2579,"outwards
",1
2580,argumentative,1
2581,"smile.
",5
2582,Between,2
2583,eyebrows,9
2584,"nose,",6
2585,delicate,9
2586,possible,7
2587,deepened,5
2588,seat,10
2589,thoughtfully,3
2590,hitherto,1
2591,standing.,1
2592,watched,11
2593,raised,22
2594,"on:
",1
2595,"""In",18
2596,adopted,1
2597,"country,",11
2598,"presume,",1
2599,cannot,33
2600,better,60
2601,"address
",1
2602,"Manette?""
",8
2603,"please,",3
2604,"Manette,",54
2605,charge,10
2606,acquit,1
2607,of.,4
2608,reception,4
2609,heed,4
2610,speaking,16
2611,machine-,1
2612,"truly,",3
2613,else.,3
2614,"will,",11
2615,"leave,",1
2616,relate,2
2617,"miss,",6
2618,story,10
2619,"customers.""
",1
2620,"""Story!""
",1
2621,wilfully,1
2622,mistake,6
2623,"repeated,",6
2624,"hurry,",4
2625,customers;,1
2626,banking,4
2627,"usually
",2
2628,call,26
2629,connection,1
2630,customers.,3
2631,gentleman;,2
2632,scientific,2
2633,acquirements-,1
2634,"Doctor.""
",3
2635,"Beauvais?""
",1
2636,"Why,",3
2637,"yes,",13
2638,Beauvais.,2
2639,Like,5
2640,Monsieur,85
2641,repute,1
2642,Paris.,9
2643,knowing,10
2644,relations,4
2645,"relations,",3
2646,confidential.,1
2647,been-,4
2648,oh!,1
2649,twenty,15
2650,"""At",8
2651,time-,3
2652,"ask,",4
2653,"speak,",6
2654,ago.,9
2655,married-,1
2656,"lady-
",1
2657,trustees.,1
2658,"affairs,",4
2659,affairs,6
2660,"many
",13
2661,gentlemen,9
2662,"families,",2
2663,entirely,4
2664,"Tellson's
",5
2665,hands.,8
2666,similar,11
2667,"am,",6
2668,"been,",12
2669,trustee,1
2670,scores,5
2671,mere,21
2672,"business
",6
2673,friendship,2
2674,"particular
",5
2675,"interest,",5
2676,sentiment.,1
2677,"another,
",3
2678,"life,",33
2679,"our
",7
2680,customers,9
2681,day;,5
2682,feelings;,1
2683,machine.,1
2684,"on--""
",1
2685,father's,26
2686,"story,",6
2687,sir;,1
2688,begin,8
2689,"think""-",1
2690,curiously,3
2691,roughened,2
2692,him-,10
2693,"""that",45
2694,mother's,11
2695,surviving,1
2696,father,64
2697,England.,4
2698,hesitating,2
2699,"confidingly
",1
2700,advanced,5
2701,"his,",11
2702,ceremony,1
2703,lips.,8
2704,"He
",13
2705,conducted,4
2706,straightway,1
2707,"and,
",7
2708,chair-back,1
2709,using,3
2710,turns,4
2711,rub,1
2712,"chin,",4
2713,point,16
2714,"his.
",2
2715,"""Miss",12
2716,I.,6
2717,truly,4
2718,spoke,27
2719,saying,17
2720,"feelings,",2
2721,fellow-creatures,1
2722,"relations,
",1
2723,since.,4
2724,No;,2
2725,"been
",35
2726,ward,2
2727,"since,",2
2728,Feelings!,1
2729,chance,10
2730,them.,26
2731,turning,27
2732,immense,5
2733,pecuniary,1
2734,"Mangle.""
",1
2735,description,3
2736,daily,5
2737,routine,3
2738,"employment,",3
2739,"Mr.
",45
2740,flattened,1
2741,"(which
",1
2742,"unnecessary,",1
2743,flatter,1
2744,"shining
",4
2745,"before),",1
2746,resumed,8
2747,former,10
2748,"attitude.
",1
2749,"far,",9
2750,miss,5
2751,(as,11
2752,"remarked),",1
2753,"your
",29
2754,regretted,2
2755,father.,12
2756,Now,5
2757,comes,9
2758,difference.,1
2759,died,15
2760,did--,1
2761,Don't,15
2762,frightened!,2
2763,How,30
2764,"start!""
",1
2765,"indeed,",11
2766,start.,3
2767,wrist,2
2768,"hands.
",5
2769,"""Pray,""",1
2770,soothing,5
2771,"tone,",5
2772,bringing,5
2773,"hand
",14
2774,supplicatory,1
2775,"fingers
",2
2776,clasped,9
2777,violent,5
2778,tremble:,2
2779,"""pray",1
2780,control,4
2781,agitation-,1
2782,"saying--""
",1
2783,Her,34
2784,discomposed,1
2785,"wandered,",1
2786,"began
",3
2787,"anew:
",1
2788,saying;,1
2789,died;,1
2790,disappeared;,1
2791,spirited,1
2792,guess,2
2793,dreadful,19
2794,"no
",34
2795,art,4
2796,trace,4
2797,him;,26
2798,enemy,6
2799,compatriot,2
2800,exercise,8
2801,privilege,4
2802,"boldest
",1
2803,"whisper,",6
2804,there;,12
2805,"instance,",3
2806,filling,5
2807,blank,5
2808,forms,1
2809,consignment,1
2810,oblivion,2
2811,prison,43
2812,length,16
2813,time;,7
2814,wife,41
2815,implored,3
2816,"king,",1
2817,"queen,",2
2818,"court,",9
2819,"clergy,",1
2820,tidings,7
2821,"vain;-
",1
2822,unfortunate,5
2823,"gentleman,",12
2824,Doctor,118
2825,"Beauvais.""
",1
2826,entreat,5
2827,will.,3
2828,to.,5
2829,bear,27
2830,"it?""
",18
2831,uncertainty,3
2832,leave,29
2833,"moment.""
",4
2834,"collectedly,",2
2835,you-,5
2836,collected.,1
2837,"good!""
",1
2838,(Though,1
2839,manner,43
2840,satisfied,7
2841,words.),1
2842,Regard,1
2843,business-,3
2844,done.,8
2845,doctor's,2
2846,"wife,",21
2847,courage,5
2848,suffered,5
2849,cause,11
2850,"born--""
",1
2851,"daughter,",14
2852,daughter.,5
2853,A-,1
2854,a-,3
2855,distressed.,2
2856,"Miss,",1
2857,"born,",2
2858,determination,3
2859,sparing,1
2860,inheritance,2
2861,part,31
2862,agony,5
2863,"of,",14
2864,rearing,1
2865,belief,4
2866,dead--,1
2867,"No,",10
2868,"don't
",8
2869,kneel!,1
2870,Heaven's,1
2871,why,26
2872,kneel,3
2873,"me!""
",12
2874,"""For",16
2875,truth.,3
2876,O,17
2877,"dear,",14
2878,compassionate,5
2879,"truth!""
",2
2880,"""A-",2
2881,confuse,1
2882,"transact
",1
2883,confused?,1
2884,Let,34
2885,us,48
2886,clear-headed.,1
2887,"kindly
",1
2888,mention,10
2889,nine,5
2890,ninepence,1
2891,"how
",11
2892,shillings,3
2893,"guineas,",2
2894,encouraging.,1
2895,"mind.""
",3
2896,Without,4
2897,directly,3
2898,answering,8
2899,"appeal,",1
2900,"when
",20
2901,gently,12
2902,clasp,2
2903,wrists,2
2904,steady,13
2905,reassurance,1
2906,"Lorry.
",16
2907,"right,",8
2908,that's,2
2909,right.,1
2910,Courage!,2
2911,Business!,2
2912,you;,8
2913,useful,5
2914,mother,16
2915,you.,42
2916,died-,1
2917,broken-hearted-,1
2918,slackened,1
2919,unavailing,1
2920,"you,
",11
2921,"old,",11
2922,grow,3
2923,"blooming,",1
2924,"beautiful,",2
2925,"happy,
",1
2926,without,79
2927,living,15
2928,"whether
",2
2929,"prison,",11
2930,"through
",12
2931,lingering,8
2932,admiring,2
2933,"pity,",5
2934,flowing,1
2935,hair;,1
2936,pictured,3
2937,tinged,2
2938,"grey.
",2
2939,parents,1
2940,"possession,",1
2941,"what
",18
2942,secured,3
