course_name,instructor,course url,course image,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,course_flag,students_count,,,,
C Programming For Beginners - Master the C Language,"Tim Buchalka's Learn Programming Academy, Jason Fedin",https://www.udemy.com/course/c-programming-for-beginners-/,https://img-b.udemycdn.com/course/240x135/1467808_f8c0.jpg,C Programming will increase career options.  Become a better dev in other languages by learning C.   Pointers explained,Rating: 4.4 out of 5,27721 reviews,24 total hours,137 lectures,All Levels,Current price: E£269.99,Original price: E£849.99,Bestseller,"124,369 students",,,,
Learn and Understand NodeJS,Anthony Alicea,https://www.udemy.com/course/understand-nodejs/,https://img-b.udemycdn.com/course/240x135/461160_8d87_6.jpg,"Dive deep under the hood of NodeJS. Learn V8, Express, the MEAN stack, core Javascript concepts, and more.",Rating: 4.6 out of 5,27604 reviews,13 total hours,97 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",,"121,448 students",,,,
Learn JIRA with real-world examples (+Confluence bonus),Kosh Sarkar,https://www.udemy.com/course/the-complete-guide-to-jira-with-real-world-examples/,https://img-b.udemycdn.com/course/240x135/1120038_2d02_6.jpg,"Learn to work on, manage & administer agile projects with this comprehensive course on JIRA Software & Confluence",Rating: 4.6 out of 5,27211 reviews,11.5 total hours,88 lectures,All Levels,Current price: E£269.99,Original price: E£479.99,Bestseller,"126,546 students",,,,
The Modern Python 3 Bootcamp,Colt Steele,https://www.udemy.com/course/the-modern-python3-bootcamp/,https://img-b.udemycdn.com/course/240x135/1350984_2355_6.jpg,A Unique Interactive Python Experience With Nearly 200 Exercises and Quizzes,Rating: 4.7 out of 5,27187 reviews,30.5 total hours,376 lectures,Beginner,Current price: E£319.99,"Original price: E£1,599.99",,"104,502 students",,,,
Relational Database Design,Ben Brumm,https://www.udemy.com/course/relational-database-design/,https://img-b.udemycdn.com/course/240x135/299398_1a2c_2.jpg,Learn how to create an effective relational database design to use in your IT career or even a personal project.,Rating: 4.3 out of 5,27137 reviews,1.5 total hours,32 lectures,All Levels,Current price: E£269.99,Original price: E£479.99,,"71,622 students",,,,
Rest API Testing (Automation) from Scratch-Rest Assured Java,Rahul Shetty,https://www.udemy.com/course/rest-api-automation-testing-rest-assured/,https://img-b.udemycdn.com/course/240x135/694982_33b0.jpg,"""Top Ranked #1 Rest API Test Automation & postman tutorial with Java from Basics to Framework with Real time examples",Rating: 4.6 out of 5,26761 reviews,26 total hours,161 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",Bestseller,"119,492 students",,,,
The Complete Angular Course: Beginner to Advanced,Mosh Hamedani,https://www.udemy.com/course/the-complete-angular-master-class/,https://img-b.udemycdn.com/course/240x135/1247828_32bb.jpg,"The most comprehensive Angular 4 (Angular 2+) course. Build a real e-commerce app with Angular, Firebase and Bootstrap 4",Rating: 4.4 out of 5,26113 reviews,29.5 total hours,376 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"107,466 students",,,,
"DevOps , CI/CD(Continuous Integration/Delivery for Beginners",John Honai,https://www.udemy.com/course/ci-cd-devops/,https://img-b.udemycdn.com/course/240x135/2779762_87e5_4.jpg,"Learn about CI CD & DevOps & the concepts of Continuous Integration, Continuous Delivery / Deployment, DevOps & pipeline",Rating: 4.6 out of 5,25730 reviews,1 total hour,13 lectures,Beginner,Current price: E£269.99,Original price: E£719.99,,"68,159 students",,,,
"Git Complete: The definitive, step-by-step guide to Git",Jason Taylor,https://www.udemy.com/course/git-complete/,https://img-b.udemycdn.com/course/240x135/221674_1411_4.jpg,Go from zero to hero with Git source control step-by-step with easy to understand examples. Become the next Git expert!,Rating: 4.4 out of 5,25696 reviews,6.5 total hours,85 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"118,596 students",,,,
JavaScript Basics for Beginners,Mosh Hamedani,https://www.udemy.com/course/javascript-basics-for-beginners/,https://img-b.udemycdn.com/course/240x135/1743420_0062.jpg,JavaScript - Master the Fundamentals in 6 Hours,Rating: 4.6 out of 5,25137 reviews,6.5 total hours,105 lectures,Beginner,Current price: E£269.99,Original price: E£749.99,Bestseller,"101,097 students",,,,
Python A-Z™: Python For Data Science With Real Exercises!,"Kirill Eremenko, Ligency I Team, Ligency Team",https://www.udemy.com/course/python-coding/,https://img-b.udemycdn.com/course/240x135/913448_e6e2_4.jpg,"Programming In Python For Data Analytics And Data Science. Learn Statistical Analysis, Data Mining And Visualization",Rating: 4.6 out of 5,25057 reviews,11 total hours,72 lectures,All Levels,Current price: E£319.99,"Original price: E£1,599.99",,"148,263 students",,,,
Ethereum and Solidity: The Complete Developer's Guide,Stephen Grider,https://www.udemy.com/course/ethereum-and-solidity-the-complete-developers-guide/,https://img-b.udemycdn.com/course/240x135/1466612_bead_2.jpg,"Use Ethereum, Solidity, and Smart Contracts to build production-ready apps based on the blockchain",Rating: 4.6 out of 5,24084 reviews,24 total hours,266 lectures,All Levels,Current price: E£319.99,Original price: E£679.99,Bestseller,"127,649 students",,,,
Modern HTML & CSS From The Beginning (Including Sass),Brad Traversy,https://www.udemy.com/course/modern-html-css-from-the-beginning/,https://img-b.udemycdn.com/course/240x135/2153774_bef0_4.jpg,"Build modern responsive websites & UIs with HTML5, CSS3 & Sass! Learn Flex & CSS Grid",Rating: 4.7 out of 5,24014 reviews,21 total hours,129 lectures,All Levels,Current price: E£319.99,Original price: E£719.99,,"75,713 students",,,,
"Complete React Developer in 2023 (w/ Redux, Hooks, GraphQL)","Andrei Neagoie, Yihua Zhang, Zero To Mastery",https://www.udemy.com/course/complete-react-developer-zero-to-mastery/,https://img-b.udemycdn.com/course/240x135/2365628_0b60_9.jpg,"Updated! Become a Senior React Developer. Build a massive E-commerce app with Redux, Hooks, GraphQL, Stripe, Firebase",Rating: 4.6 out of 5,23745 reviews,39.5 total hours,328 lectures,All Levels,Current price: E£319.99,"Original price: E£1,599.99",,"119,422 students",,,,
Responsive Web Design: HTML5 + CSS3 for Entrepreneurs 2018,"Andrew Eddy, Margot Dukes",https://www.udemy.com/course/html-css-more/,https://img-b.udemycdn.com/course/240x135/505208_2307_5.jpg,"Build a coding foundation as an entrepreneur, where I’ll take you through the entire process of coding your own website",Rating: 4.6 out of 5,23506 reviews,5.5 total hours,58 lectures,Beginner,Current price: E£229.99,Original price: E£679.99,,"81,402 students",,,,
JavaScript - The Complete Guide 2023 (Beginner + Advanced),"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",https://www.udemy.com/course/javascript-the-complete-guide-2020-beginner-advanced/,https://img-b.udemycdn.com/course/240x135/2508942_11d3_3.jpg,Modern JavaScript from the beginning - all the way up to JS expert level! THE must-have JavaScript resource in 2023.,Rating: 4.6 out of 5,23317 reviews,52.5 total hours,617 lectures,All Levels,Current price: E£319.99,"Original price: E£1,399.99",,"120,320 students",,,,
Python for Absolute Beginners,Green Chameleon Learning,https://www.udemy.com/course/python-for-absolute-beginners-u/,https://img-b.udemycdn.com/course/240x135/836376_8b97_4.jpg,Learn Python programming from scratch with hands-on exercises in this Python course!,Rating: 4.5 out of 5,23288 reviews,4.5 total hours,112 lectures,Beginner,Current price: E£229.99,Original price: E£479.99,,"179,020 students",,,,
The Complete Python Programming Course: Beginner to Advanced,"Joseph Delgadillo, Nick Germaine",https://www.udemy.com/course/python-complete/,https://img-b.udemycdn.com/course/240x135/882826_4687_3.jpg,"Learn Python with projects covering game & web development, web scraping, MongoDB, Django, PyQt, and data visualization!",Rating: 4.1 out of 5,23247 reviews,18 total hours,147 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"576,628 students",,,,
PHP for Beginners - Become a PHP Master - CMS Project,"Edwin Diaz, Coding Faculty Solutions",https://www.udemy.com/course/php-for-complete-beginners-includes-msql-object-oriented/,https://img-b.udemycdn.com/course/240x135/405282_27d2_3.jpg,PHP for Beginners: learn everything you need to become a professional PHP developer with practical exercises & projects.,Rating: 4.4 out of 5,22828 reviews,37 total hours,336 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",Bestseller,"114,458 students",,,,
Angular & NodeJS - The MEAN Stack Guide [2023 Edition],Maximilian Schwarzmüller,https://www.udemy.com/course/angular-2-and-nodejs-the-practical-guide/,https://img-b.udemycdn.com/course/240x135/833442_b26e_5.jpg,Learn how to connect your Angular Frontend to a NodeJS & Express & MongoDB Backend by building a real Application,Rating: 4.6 out of 5,22796 reviews,13 total hours,152 lectures,All Levels,Current price: E£269.99,Original price: E£849.99,Bestseller,"115,654 students",,,,
Complete C# Masterclass,"Denis Panjuta, Tutorials.eu by Denis Panjuta",https://www.udemy.com/course/complete-csharp-masterclass/,https://img-b.udemycdn.com/course/240x135/1581488_e3e1_2.jpg,"Learn C# Programming - WPF, Databases, Linq, Collections, Game Development with Unity. More than just the C# basics!",Rating: 4.5 out of 5,22403 reviews,37 total hours,282 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",,"99,148 students",,,,
The Complete React Developer Course (w/ Hooks and Redux),Andrew Mead,https://www.udemy.com/course/react-2nd-edition/,https://img-b.udemycdn.com/course/240x135/1286908_1773_6.jpg,"Learn how to build and launch React web applications using React, Redux, Webpack, React-Router, and more!",Rating: 4.5 out of 5,22211 reviews,39 total hours,200 lectures,Beginner,Current price: E£269.99,Original price: E£719.99,,"81,790 students",,,,
Alteryx Bootcamp,Hendrik Kleine,https://www.udemy.com/course/alteryx-bootcamp/,https://img-b.udemycdn.com/course/240x135/1248866_794c_6.jpg,Learn Alteryx in as little as 4 hours with this Bestselling Alteryx Course (+90 minutes of advanced bonus content),Rating: 4.6 out of 5,22051 reviews,6.5 total hours,95 lectures,Beginner,Current price: E£269.99,Original price: E£599.99,Bestseller,"57,255 students",,,,
JavaScript Algorithms and Data Structures Masterclass,Colt Steele,https://www.udemy.com/course/js-algorithms-and-data-structures-masterclass/,https://img-b.udemycdn.com/course/240x135/1406344_1d65_3.jpg,The Missing Computer Science and Coding Interview Bootcamp,Rating: 4.7 out of 5,21915 reviews,22 total hours,248 lectures,All Levels,Current price: E£269.99,Original price: E£749.99,,"119,311 students",,,,
Artificial Intelligence A-Z™: Learn How To Build An AI,"Hadelin de Ponteves, Kirill Eremenko, Ligency I Team, Luka Anicin, Ligency Team, Jordan Sauchuk",https://www.udemy.com/course/artificial-intelligence-az/,https://img-b.udemycdn.com/course/240x135/1219332_bdd7.jpg,"Combine the power of Data Science, Machine Learning and Deep Learning to create powerful AI for Real-World applications!",Rating: 4.4 out of 5,21744 reviews,17 total hours,125 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",Bestseller,"187,296 students",,,,
Kubernetes Certified Application Developer (CKAD) with Tests,"Mumshad Mannambeth, KodeKloud Training, Vijin Palazhi",https://www.udemy.com/course/certified-kubernetes-application-developer/,https://img-b.udemycdn.com/course/240x135/1988542_3bcb_12.jpg,Learn concepts and practice for the Kubernetes Certification with hands-on labs right in your browser - DevOps - CKAD,Rating: 4.7 out of 5,21706 reviews,15 total hours,184 lectures,All Levels,Current price: E£349.99,"Original price: E£1,699.99",Bestseller,"133,502 students",,,,
The Complete Java Certification Course,Imtiaz Ahmad,https://www.udemy.com/course/master-practical-java-development/,https://img-b.udemycdn.com/course/240x135/827692_91ad_2.jpg,Become a confident industry ready core Java developer and get certified as a Java professional!,Rating: 4.5 out of 5,21594 reviews,17.5 total hours,64 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"77,201 students",,,,
Learn and Understand AngularJS,Anthony Alicea,https://www.udemy.com/course/learn-angularjs/,https://img-b.udemycdn.com/course/240x135/289230_1056_16.jpg,"Master AngularJS and the Javascript concepts behind it, design custom directives, and build a single page application.",Rating: 4.6 out of 5,21149 reviews,7 total hours,55 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",Bestseller,"94,730 students",,,,
Python for beginners,Bharath Thippireddy,https://www.udemy.com/course/python-core-and-advanced/,https://img-b.udemycdn.com/course/240x135/1386294_cf10_3.jpg,Master the fundamentals of Python while working on various usecases in easy steps,Rating: 4.4 out of 5,21115 reviews,14 total hours,299 lectures,All Levels,Current price: E£269.99,Original price: E£319.99,,"229,912 students",,,,
Microsoft SQL for Beginners,Brewster Knowlton,https://www.udemy.com/course/microsoft-sql-for-beginners/,https://img-b.udemycdn.com/course/240x135/459948_7533_2.jpg,A comprehensive course to teach you how to complete SQL queries using Microsoft SQL Server and the T-SQL language.,Rating: 4.5 out of 5,20991 reviews,4 total hours,39 lectures,Beginner,Current price: E£319.99,Original price: E£449.99,Bestseller,"77,317 students",,,,
Learn How To Code: Google's Go (golang) Programming Language,Todd McLeod,https://www.udemy.com/course/learn-how-to-code/,https://img-b.udemycdn.com/course/240x135/642102_4e20_2.jpg,The Ultimate Comprehensive Course - Perfect for Both Beginners and Experienced Developers,Rating: 4.5 out of 5,20218 reviews,45.5 total hours,368 lectures,All Levels,Current price: E£319.99,Original price: E£349.99,,"134,362 students",,,,
Java In-Depth: Become a Complete Java Engineer!,Dheeru Mundluru,https://www.udemy.com/course/java-in-depth-become-a-complete-java-engineer/,https://img-b.udemycdn.com/course/240x135/358540_d06b_11.jpg,"Comprehensive Java programming course integrated with design principles, best practices & instructor-led Java EE project",Rating: 4.5 out of 5,20133 reviews,68 total hours,377 lectures,All Levels,Current price: E£269.99,Original price: E£679.99,,"112,484 students",,,,
Spark and Python for Big Data with PySpark,Jose Portilla,https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/,https://img-b.udemycdn.com/course/240x135/980798_6081.jpg,"Learn how to use Spark with Python, including Spark Streaming, Machine Learning, Spark 2.0 DataFrames and more!",Rating: 4.5 out of 5,19971 reviews,10.5 total hours,67 lectures,Intermediate,Current price: E£319.99,"Original price: E£1,399.99",Bestseller,"107,404 students",,,,
