artistLastName,artistFirstName,image,titleOfArtwork,dateOfArtwork,medium,zipcodes,locationOfArtwork,addressOfArtwork,publicSchoolNumber,siteOfArtwork,descriptionOfArtwork,visibility,indoorOutdoorAccessible,monument,location
Flood,James,,The Seasons,1976,mixed media,21206,North East MS,5001 Moravia Rd.,PS  49,Cafeteria,,,,,"5001 Moravia Rd.
21206
(39.32495368251011, -76.55089114873624)"
Mercie,Jean M.A.,,Francis Scott Key Monument,1911,,21217,Eutaw Place,1280 Eutaw Pl,,,,,,Y,"1280 Eutaw Pl
21217
(39.30358891907117, -76.62606168814928)"
Ferguson,John D.,,Unknown,1976,"aluminum, Plexiglas, mirr",21225,Maree Garnett Farring ES,300 Pontiac Ave.,,"Entrance facade, lobby",,,,,"300 Pontiac Ave.
21225
(39.23673041547317, -76.60748274616097)"
Todd,M,,,2007,mural,21202,"JFX Farmers Market, parking lot",212 Holliday Street,,column in parking lot,one of many painted columns,Very Visible,,,"212 Holliday Street
21202
(39.29146211325886, -76.61031346272442)"
Brown,David Lee,,Centennial Sculpture,1975,polished steel,21218,Johns Hopkins University,N. Charles and 34th Sts.,,West entrance to library,,,,Y,"N. Charles and 34th Sts.
21218
(39.32947000000013, -76.60331999999988)"
Bufano,Benjamin,,Penguin's Prayer,1958,cast granite,21218,Bufano Sculpture Garden,"Dunning Park, Johns Hopkins University",,,,,,,"Dunning Park, Johns Hopkins University
21218
(39.32947000000013, -76.60331999999988)"
Kaslow,Lisa,,Unknown,,stained glass,21224,Hampstead Hill ES,500 S. Linwood Ave.,PS  47,Interior; library,,,,,"500 S. Linwood Ave.
21224
(39.285770221693554, -76.57576639606668)"
Luery,Susan,https://data.baltimorecity.gov/views/5xsg-uc29/files/od8aO8UqxySMpYeFk20Ip9icS73uWqaK681kbH_Odg8?filename=755c_Luery+S_1996.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Babe's Dream,1996,bronze,21201,Oriole Park at Camden Yards,333 W. Camden St.,,northern end of Eutaw Street and Gate H of Oriole Park at Camden Yards,16' tall sculpture of Babe Ruth holding a baseball bat and glove,Very visible,Outdoor Accessible,,"333 W. Camden St.
21201
(39.28519381287631, -76.62012958508384)"
Cook,Jeffrey,https://data.baltimorecity.gov/views/5xsg-uc29/files/l16xMwSuQ5yFQYBzG8oA3W-LHwM09bc-FzKd4F4g4T8?filename=661_Cook+J_1997.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,,1997,mural (non-city funded),21214,Garrett Heights ES,2800 Ailsa Ave.,,Side of school building in back by entrance,Four trees in background with woman in robe in foreground,Limited visibilty,,,"2800 Ailsa Ave.
21214
(39.348378845210746, -76.56843165621679)"
Cohen and Community Youth,Jay Wolf Schlossberg,,,2000,mural,21223,Ashton and Smallwood Sts.,Ashton and Smallwood Sts.,,Side of building which was destroyed,Unknown; destroyed,N/A,,,"Ashton and Smallwood Sts.
21223
(39.28365000000008, -76.65196999999989)"
van Rossum,Peter,,Untitled,1968,stone aggregate,21217,Rosemont ES,2777 Presstman St.,PS  63,Building façade,,,,,"2777 Presstman St.
21217
(39.31194000000011, -76.64039000000002)"
Majorowicz,Roger,,Pegasus,1971,bronze,21213,Dr. Bernard Harris Sr. ES,1400 N. Caroline St.,PS 250,Left of entrance,,,,,"1400 N. Caroline St.
21213
(39.30681435717918, -76.5981235417151)"
Benson,J. Arthur,,Unknown,1973,concrete and corten steel,21230,Westport ES,2401 Nevada St.,PS 225,Playground,,,,,"2401 Nevada St.
21230
(39.26210905910267, -76.63832323642481)"
Smolens P.,Jacquin,,Untitled playground,1976,wood,21202,Inner Harbor Promenade,Key Highway,,Near Science Center,,,,,"Key Highway
21202
(39.297300000000064, -76.60749999999996)"
Veale,Archie,,,1998,mural,21205,900 N. Bond St.,900 N. Bond St.,,Back side of Church Square Shopping Center and Mack Lewis Gym on Bond St.,Variety of scenes,Visible,,,"900 N. Bond St.
21205
(39.30043783617391, -76.59641450253403)"
Owen,Michael,,,2006,mural,21202,"JFX Farmers Market, parking lot",212 Holliday Street,,column in parking lot,one of many painted columns,Very Visible,,,"212 Holliday Street
21202
(39.29146211325886, -76.61031346272442)"
unknown,,,Granite Memorial Shaft,1943,,21223,Payson St. and Ramsey St.,Payson St. and Ramsey St.,,,,,,Y,"Payson St. and Ramsey St.
21223
(39.28365000000008, -76.65196999999989)"
Kaslow,Lisa,,The Quest,1984,steel,21224,Canton Jr. HS,801 Highland Ave.,,Over entrance,,,,,"801 Highland Ave.
21224
(39.28347427908325, -76.56875161558767)"
Martini,Marino,,The Miracle,,,21218,The Wurtzburger Sculpture Garden,10 Art Museum Drive,,,,,,,"10 Art Museum Drive
21218
(39.325933943522045, -76.61823238229022)"
Schultz,Judith,,Unknown,1978,fiber,21218,Baltimore City College,33rd St. and The Alameda,PS 480,Interior,,,,,"33rd St. and The Alameda
21218
(39.32849701130556, -76.59533564342422)"
Hilson,Harry,,Unknown,1969,"fiberglass, stainless ste",21214,Woodholme ES,7300 Moyer Ave.,PS 205,Courtyard center,,,,,"7300 Moyer Ave.
21214
(39.35158999999999, -76.56538999999992)"
Bufano,Benjamin,,Bactrian Camel,,,21218,Bufano Sculpture Garden,"Dunning Park, Johns Hopkins University",,,,,,,"Dunning Park, Johns Hopkins University
21218
(39.32947000000013, -76.60331999999988)"
Stewart and Urban Xperience,Benari,,New Song,2005,mural,21217,1601 N. Calhoun St.,1601 N. Calhoun St.,,Side of building with open green space,"Man, woman, and boy on a hilltop, looking into distance; white dove in background",Visible from street,,,"1601 N. Calhoun St.
21217
(39.30672116781016, -76.64185570336787)"
"Dietrich, Todd, and Darby","Julie, Mel, and Michael",,,1999,mural,21223,"1621 Cole St., off S. Mount St.","1621 Cole St., off S. Mount St.",,Hard to find; access mural at Cole and Gilmor Sts; proceed around the building to the back of the Shipping and Receiving of Lexor Intern'l where garden is located,"Sunflowers, corn, and garden scene",No visibility,,,"1621 Cole St., off S. Mount St.
21223
(39.28365000000008, -76.65196999999989)"
"Schuler, artist and Pietsch, architect",Hans and Theodore Wells,,Fallsway Fountain,1915,marble,21202,Guilford Ave. and Biddle St.,Guilford Ave. and Biddle St.,,,,,,Y,"Guilford Ave. and Biddle St.
21202
(39.30361277075485, -76.61193712808512)"
"Van der Bergen, artist",A.L.,,Maryland Line Monument,1901,bronze,21217,Mt. Royal Ave. at Cathedral St.,Mt. Royal Ave. at Cathedral St.,,Plaza,,,,Y,"Mt. Royal Ave. at Cathedral St.
21217
(39.31194000000011, -76.64039000000002)"
Berge,Edward,,Chapin A. Harris bust,1922,bronze,21211,Wyman Park Dr. and 31st St.,Wyman Park Dr. and 31st St.,,Median at edge of park,,,,Y,"Wyman Park Dr. and 31st St.
21211
(39.325070594373926, -76.62143396871454)"
unknown,,,"""Calvert Street Bridge"" Lions (3)",1879,Sandstone,21217,Lanvale St. Park in Bolton Hill,Lanvale Street Park,,,,,,,"Lanvale Street Park
21217
(39.31194000000011, -76.64039000000002)"
Gerlach,David,https://data.baltimorecity.gov/views/5xsg-uc29/files/ht6cofLT8CP8ygjpOOaydHb7Pzv-dD2PMNX338J6m9I?filename=325a_Gerlach+D_1985.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,John Eager Howard,1985,steel,21201,Howard Park,Howard St. and Center St.,,,3 soldiers with muskets raised,,,Y,"Howard St. and Center St.
21201
(39.294880000000035, -76.62253999999996)"
Hieronymous,Robert,,Unknown,1975,mural,21224,John Ruhrah ES,701 S. Rappolla St.,PS 228,Interior,,,,,"701 S. Rappolla St.
21224
(39.28510391963828, -76.55276979388856)"
Winborne,Kylis,,,1999,mural,21201,801 McCulloh St.,801 McCulloh St.,,East wall of Arena Players' Building,Flowers,Visible,,,"801 McCulloh St.
21201
(39.29868448603429, -76.62299878904554)"
Joyner,William E.,,Unknown,1983,porcelain enameling iron,21217,Frederick Douglass HS,2301 Gwynns Falls Pkwy.,PS 450,Interior; hallway of music department,,,,,"2301 Gwynns Falls Pkwy.
21217
(39.31568167238805, -76.65537438210032)"
Monastario,Eric,,Cultura,2000,mural,21231,412 S. Broadway,412 S. Broadway,,Side of building,"Latino scene, including guitar player, mother, father, child and cow; ""Cultura""",Visible (on Broadway),,,"412 S. Broadway
21231
(39.286183909827, -76.5936179383483)"
Mears,Mary Ann,,Brio,1975,painted metal,21213,Fort Worthington Recreation Center,2701 E. Oliver S.,,Exterior,,,,,"2701 E. Oliver S.
21213
(39.316199999999924, -76.57662999999991)"
Shephard,Paul Helmsley,,Archimedean Spiral,1978,aluminum,21224,Johns Hopkins Bayview Alpha Building,333 Cassell Dr.,,East side grassy area,,,,,"333 Cassell Dr.
21224
(39.288504160662626, -76.55258187415131)"
Coe,Henry,,Unknown,1976,mural,21239,Lois T. Murray ES,1600 E. Arlington Ave.,PS 313,Interior,,,,,"1600 E. Arlington Ave.
21239
(39.346581562929025, -76.58879696384052)"
Shrady,Frederick,,Unknown,1972,sculptural panel and mura,21217,George G. Kelson ES,701 Gold St.,PS 157,Interior,,,,,"701 Gold St.
21217
(39.306773101610375, -76.64027621130414)"
Ruckstuhl,F. Wellington,,Confederate Soldiers and Sailors Monument,1903,metal (bronze?),21217,Mount Royal Ave. at Mosher St.,Mount Royal Ave. at Mosher St.,,Median strip,,,,Y,"Mount Royal Ave. at Mosher St.
21217
(39.31194000000011, -76.64039000000002)"
Carlberg,Norman,,Unknown,1968,painted steel tubing,21216,Easterwood Park Recreation Center,1530 N. Bentalou St.,,Exterior,,,,,"1530 N. Bentalou St.
21216
(39.30544144632868, -76.6539240445626)"
Edmister,Stan,,Madonna and Child,,painted steel,21202,David E. Weglein ES,22 S. Central Ave.,PS  02,Entrance plaza,,,,,"22 S. Central Ave.
21202
(39.29067747844692, -76.59970869974902)"
Christie,Rupp,,,1996,Fiberglass & Clock,21217,Mt. Royal & Dolphin Street,Mt. Royal & Dolphin Street,,On side of building - Visible on Mt. Royal Ave.,Snail with Clock inside on side of Building,Very Visible,,,"Mt. Royal &amp; Dolphin Street
21217
(39.31194000000011, -76.64039000000002)"
Odeleye,Ayokunle,,The Guide,1978,painted steel,21218,Baltimore City College,33rd St. and The Alameda,PS 480,In front of the school,,,,,"33rd St. and The Alameda
21218
(39.32849701130556, -76.59533564342422)"
Moseley,Rita Godfrey,,Unknown,1978,fabric wall hanging,21218,Baltimore City College,33rd St. and The Alameda,PS 480,Interior,,,,,"33rd St. and The Alameda
21218
(39.32849701130556, -76.59533564342422)"
Rothschild,Amalie,,Unknown,1970,aggregate stone,21215,"Dr. Martin Luther King, Jr. ES",3750 Greenspring Ave.,PS 254,Architrave,,,,,"3750 Greenspring Ave.
21215
(39.34556999999995, -76.68362000000002)"
Golde,R.P.,,Wagner,1900,bronze,21217,Druid Hill Park,Druid Hill Park,,Lawn of mansion,,,,Y,"Druid Hill Park
21217
(39.316007473609055, -76.64384898808959)"
Phillips Stained Glass Studio,,,Unknown,1972,stained glass mobile,21213,Luther Craven Mitchell Primary Center,1731 E. Chase St.,PS 135,Interior,,,,,"1731 E. Chase St.
21213
(39.303289014824315, -76.59300639936833)"
Frazier and Rattigan,Espi and Jennifer,,,2003,mural,21223,1115 Hollins St.,1115 Hollins St.,,Side of Black Cherry Puppet Theatre,Six puppet like figures with buildings and sun,Limited visibilty,,,"1115 Hollins St.
21223
(39.28738000812598, -76.63570620931955)"
Lawrance,Charles,,,2006,mural,21202,"JFX Farmers Market, parking lot",212 Holliday Street,,column in parking lot,one of many painted columns,Very Visible,,,"212 Holliday Street
21202
(39.29146211325886, -76.61031346272442)"
Boyajian,David,https://data.baltimorecity.gov/views/5xsg-uc29/files/B5hqs5ONbwT0inCXfwzsDCS7DWZZLSf0O95fkM9-W68?filename=698_Boyajian+D_2003.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Aegean Urn,2003,urns,21202,Brookshire Suites,120 E. Lombard St.,,Flanking Brookshire Suites entrance,"Two urns, each with two gigantic wings",Very visible from street,,,"120 E. Lombard St.
21202
(39.28780268947975, -76.61239578232005)"
Mears,Mary Ann,,Boanerges,1976,corten steel,21206,North East MS,5001 Moravia Rd.,PS  49,Rear plaza,,,,,"5001 Moravia Rd.
21206
(39.32495368251011, -76.55089114873624)"
Bufano,Benjamin,,Penguin,,,21218,Bufano Sculpture Garden,"Dunning Park, Johns Hopkins University",,,,,,,"Dunning Park, Johns Hopkins University
21218
(39.32947000000013, -76.60331999999988)"
Kissack and MICA CAP Program,Lyle,,Greetings from Sowebo,2005,mural,21223,1317 W. Baltimore St.,1317 W. Baltimore St.,,On side of building,Life in SOWEBO,Visible from street,,,"1317 W. Baltimore St.
21223
(39.28846556635039, -76.63889382547316)"
Mason,Pontella,,,2007,mural,21205,2424 McElderry Street,2424 McElderry Street,,on side of building,,,,,"2424 McElderry Street
21205
(39.29776877923117, -76.58289911054764)"
Miller,Tom,,,1996,mural,21213,North and Harford Rds.,North and Harford Rds.,,Two murals on west and east side of Harford Rd. at North Ave.,Two murals; man reading and boy playing,Very Visible (on Harford Rd.),,,"North and Harford Rds.
21213
(39.316199999999924, -76.57662999999991)"
Shaw,Dr. Luke,,Unknown,1990,mural,21205,Armistead Gardens ES,5001 E. Eager St,PS 243,Interior; main lobby,,,,,"5001 E. Eager St
21205
(39.305213563967015, -76.55323837923271)"
Bogdanas,Konstantinas,,Frank Zappa,2006,"bronze bust, stainless steel pedestal",21224,Southeast Anchor Branch of the Enoch Pratt Library,3601 Eastern Avenue,,Front of building - at corner of Eastern Avenue & Conkling Street,Bust of Frank Zappa on stainless steel rod shapped pedestal - Installed 2010,Highly Visible,Outdoor Artwork,,"3601 Eastern Avenue
21224
(39.286642564061935, -76.56680914865484)"
Schuler,Hans,,Martin Luther Monument,1936,bronze,21218,Hillen Rd. and 33rd St.,Hillen Rd. and 33rd St.,,33rd St at Hillen Road,,,,Y,"Hillen Rd. and 33rd St.
21218
(39.32850600452588, -76.58931917904823)"
,Unknown,,Untitled fountain,1993,,21217,Baltimore Zoo,Baltimore Zoo,,CAN NOT LOCATE,,,,Y,"Baltimore Zoo
21217
(39.31194000000011, -76.64039000000002)"
Rattigan and MICA CAP Program,Jennifer,,,2003,mural,21230,1800 block Hanover St,1800 block Hanover St.,,Side of Glass and Mirror Company,Images of community life,Very visible,,,"1800 block Hanover St.
21230
(39.266940000000034, -76.62630000000001)"
Ferguson,Robert,,Citisphere,1979,stainless steel,21218,Baltimore City College,33rd St. and The Alameda,PS 480,East courtyard,,,,,"33rd St. and The Alameda
21218
(39.32849701130556, -76.59533564342422)"
Ferguson,John D.,,Unknown,1976,"aluminum, corten, stainle",21225,Brooklyn ES,316 Pontiac Ave.,PS 203,Exterior,,,,,"316 Pontiac Ave.
21225
(39.23643341516612, -76.60669408065428)"
Moring,Greg,,Home Run 1984,,,21218,33rd Street between Ellerslie Ave. and Ednor Rd.,33rd St. between Ellerslie Ave. and Ednor Rd.,,Opposite the stadium,,,,,"33rd St. between Ellerslie Ave. and Ednor Rd.
21218
(39.32947000000013, -76.60331999999988)"
Rattigan,Jennifer,,,2004,mural,21213,1731 E. Chase St.,1731 E. Chase St.,,Side of The Community Resource Center building,"Faces, flowers, and buildings",Limited visibility,,,"1731 E. Chase St.
21213
(39.303289014824315, -76.59300639936833)"
Moring,Greg,,Untitled,1980,steel,21202,Park at Lombard and Commerce Sts.,400 E. Lombard St.,,Northeast corner of intersection,,,,,"400 E. Lombard St.
21202
(39.28781168270007, -76.60995861962067)"
Steinmetz,William,,Unknown,1973,sculpture,21206,Moravia Park ES,6201 Moravia Pkwy.,PS 105,Interior,,,,,"6201 Moravia Pkwy.
21206
(39.33913000000001, -76.53692000000001)"
Fergerson,Richard,,Unknown,1978,aluminum,21218,Baltimore City College,33rd St. and The Alameda,PS 480,Exterior courtyard,,,,,"33rd St. and The Alameda
21218
(39.32849701130556, -76.59533564342422)"
Kail,Frederick,https://data.baltimorecity.gov/views/5xsg-uc29/files/LXSQBaKnQPrffRWDwsaF6eLEnURYlzJ0jKtsiHRTp1c?filename=756_Kail+F_2002.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Johnny Unitas,2002,bronze,21230,M&T Bank Stadium,1101 Russell St,,"Unitas Plaza, main entrance",bronze sculpture of Unitas throwing a football,Very visible,Outdoor Accessible,,"1101 Russell St
21230
(39.27836880139239, -76.6241858941242)"
Storey,Willam W.,https://data.baltimorecity.gov/views/5xsg-uc29/files/aZBtG4sxdOcxL4XOh8TP1xkINtlbbzld7mvmBKn300A?filename=316a_Storey+W_1890.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,George Peabody,1890,bronze,21201/02,Mount Vernon Pl.,Mount Vernon Pl.,,East of Monument,"George Peabody, seated",highly visible,outdoor accessible,Y,"Mount Vernon Pl.
21201/02
(39.29730928950913, -76.61563717252402)"
Turnbull,Grace,https://data.baltimorecity.gov/views/5xsg-uc29/files/xbDtUN8d1IZnRiLdzW2AJ-ehNCUlu-ioHUTNqTnlTL8?filename=38b_Turnbull+G_1956.jpg&content_type=image%2Fjpeg%3B+charset%3Dbinary,King Penguin,1956,marble,21202,Inner Harbor Promenade,West Shore Park,,Near Police stand,,,,,"West Shore Park
21202
(39.297300000000064, -76.60749999999996)"
Halegua,Alfredo,,"""Children's Round Square""",1969,concrete,21223,Steuart Hill ES,30 S. Gilmore St.,PS  04,Entrance plaza,,,,,"30 S. Gilmore St.
21223
(39.2871969372407, -76.64236831857609)"
Zadkine,Ossip,,"May, 1940:The Destroyed City",,,21218,The Wurtzburger Sculpture Garden,10 Art Museum Dr.,,,,,,,"10 Art Museum Dr.
21218
(39.325933943522045, -76.61823238229022)"
Bufano,Benjamin,,Ram,,,21218,Bufano Sculpture Garden,"Dunning Park, Johns Hopkins University",,,,,,,"Dunning Park, Johns Hopkins University
21218
(39.32947000000013, -76.60331999999988)"
Rattigan,Jenn,,,2006,mural,21211,36th Street and Roland Avenue,36th Street and Roland Avenue,,"On front side of building, 3rd floor",painted American flag commemorating Hampden,Very Visible,,,"36th Street and Roland Avenue
21211
(39.33108705874997, -76.6326575076402)"
Mason,Pontella,,,1997,mural,21202,2117  E. North Ave.,2117 E. North Ave.,,Two murals on side of buildings with garden space and alley way in between,"Images, including MLK, Malcolm X, Harriet Tubman, A. Philip Randoplh on east wall; Billy Holiday and Chuck Webb on west wall",Visible,,,"2117 E. North Ave.
21202
(39.297300000000064, -76.60749999999996)"
Women's Mural Project and Ferguson,Mary Carfagno,,,1996,mural (non-city funded),21201,200 block Mulberry St.,200 block Mulberry St.,,Side of inhabited house with garden area below,Squares inside of squares inside a big square; looks like a window,Visible from street,,,"200 block Mulberry St.
21201
(39.294880000000035, -76.62253999999996)"
Lewis,James,,An Ashanti (Ghana) Related Design,1969,bronze,21225,Cherry Hill Jr. HS,2700 Seamon Ave.,,Over entrance,,,,,"2700 Seamon Ave.
21225
(39.25368154822934, -76.62052559644809)"
Brown,Hilton,,Unknown,1977,mural,21229,Thomas Johnson ES and Recreation Center,1610 Johnson St.,PS  84,Interior,,,,,"1610 Johnson St.
21229
(39.284350000000074, -76.69003999999995)"
,,,Athena Parthenog,1902 (cast),Bronze,21212,Evergreen House (Johns Hopkins University),4545 North Charles St.,,Garden,,,,,"4545 North Charles St.
21212
(39.3684100000001, -76.61570999999998)"
Duchamp-Villon,Raymond,,The Horse,,,21218,The Wurtzburger Sculpture Garden,10 Art Museum Drive,,,,,,,"10 Art Museum Drive
21218
(39.325933943522045, -76.61823238229022)"
Voshell,James,,,1990,mural,21223,2229 1/2 W. Pratt St.,2229 1/2 W. Pratt St.,,Side of building,"Photographic-like mural with variety of painteed pictures including Elvis, flower(s), a crab, and a street scene",Very visible,,,"2229 1/2 W. Pratt St.
21223
(39.284897879325115, -76.65235266008187)"
Majorowicz,Roger,,"Sod Buster/Chanticleer I""",1975,"steel, forged iron, wood",21216,Windsor Hills ES,4001 Alto Rd.,PS  87,Lawn in front of building,,,,,"4001 Alto Rd.
21216
(39.31689575712761, -76.683019541281)"
Hoffmaster,Thomas,,Unknown,1970,welded metal sculpture,21218,Waverly Branch Library,300 E. 33rd St.,,Interior,,,,,"300 E. 33rd St.
21218
(39.32834412656058, -76.61336705011172)"
Romulo,Aika,,,2006,mural,21202,"JFX Farmers Market, parking lot",212 Holliday Street,,column in parking lot,one of many painted columns,Very Visible,,,"212 Holliday Street
21202
(39.29146211325886, -76.61031346272442)"
Russum,Olin,,The Dancers,1971,ceramic tiles,21217,Joseph C. Brisco HS,900 Druid Hill Ave.,PS 451,"Wall facing Martin Luther King, Jr. Blvd.",,,,,"900 Druid Hill Ave.
21217
(39.31194000000011, -76.64039000000002)"
Henning,Herman,,Lady Baltimore,1880,limestone,21217,Cylburn Park,Cylburn Park Mt. Royal at Lennox St.,,West side of the garden,,,,,"Cylburn Park Mt. Royal at Lennox St.
21217
(39.31194000000011, -76.64039000000002)"
Owen,Michael,,,2008,mural,21218,Giant Foods at 33rd and Greenmount,601 East 33rd Street,,two murals on side of building,"collage of various figures, foliage, and birds","Very Visible, facing side street on Greenmount",,,"601 East 33rd Street
21218
(39.328317146899735, -76.6077462874286)"
McKenzie,R. Tait,,Boy Scout,1937,bronze,21211,Boy Scout Headquarters,Wyman Park Dr. and Sisson St.,,Boy Scout Headquarters,,,,Y,"Wyman Park Dr. and Sisson St.
21211
(39.32197692659315, -76.62781016190229)"
Myron of Eleuthera (copy),,,The Discus Thrower,,,21218,Baltimore Museum of Art,10 Art Museum Drive,,,,,,,"10 Art Museum Drive
21218
(39.325933943522045, -76.61823238229022)"
Kelly,Joan,https://data.baltimorecity.gov/views/5xsg-uc29/files/0STBwCGA6fSONy1Z0YuzuhF0dGu2Gkp_HBaOsK9xeWg?filename=194_Kelly+J_1998.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Unknown,1998,painted mural,21218,Montelbello ES,2040 E. 32nd St.,PS  44,Interior; entrance to multi-purpose area,School scenes,Limited visibility as located inside school building,,,"2040 E. 32nd St.
21218
(39.32731889944722, -76.5857578638122)"
Miller,Tom,,,1998,mural,21225,600 Cherry Hill Rd.,600 Cherry Hill Rd.,,Side of building,Multiple scenes,Visible,,,"600 Cherry Hill Rd.
21225
(39.25000418458825, -76.62289087040199)"
unknown,,,Columbus monument,,,21213,Herring Run Park,Harford Rd. and Argonne Dr.,,,,,,,"Harford Rd. and Argonne Dr.
21213
(39.316199999999924, -76.57662999999991)"
Schuler,Hans,,Samuel Smith Monument,1917,bronze,21218,Johns Hopkins University,N. Charles St.,,Federal hill,,,,Y,"N. Charles St.
21218
(39.33912699769189, -76.61835828737432)"
Bonnell,Bonnie,,,1992,mural,21217,North and Park Aves.,North and Park Aves.,,Side of buildings facing North Ave.,Flowers,Very visible (North and Park Aves.),,,"North and Park Aves.
21217
(39.31194000000011, -76.64039000000002)"
Miller,J. Maxwell,,Star Spangled Banner Centennial Monument,1914,bronze,21231,Patterson Park,Patterson Park,,Fort Hill,,,,Y,"Patterson Park
21231
(39.28823000000011, -76.59190000000001)"
Voshell,James,,"Locks, Keys, and Security Devices",1991,mural (non-city funded),21215,5801 Reisterstown Rd.,5801 Reisterstown Rd.,,Wraps around top of EZ Storage building,"Various types of locks, keys, and security devices",Very visible,,,"5801 Reisterstown Rd.
21215
(39.350728251869896, -76.69460280901836)"
Therrien,Norman,,Sea Birds,1976,metal,21207,Calvin Rodwell ES,3501 Hillsdale Rd.,PS 253,Exterior,,,,,"3501 Hillsdale Rd.
21207
(39.33019672994095, -76.69463878189953)"
Whiting,Edmund,,Unknown,1972,copper,21230,Federal Hill ES,1040 Williams St.,PS  45,Entrance plaza,,,,,"1040 Williams St.
21230
(39.266940000000034, -76.62630000000001)"
Moring,Greg,,Rogers Avenue,1983,cor ten,21215,Rogers Avenue Metro Station,Rogers Avenue Metro Station,,Outside sub way station,,,,Y,"Rogers Avenue Metro Station
21215
(39.34556999999995, -76.68362000000002)"
Mack,Nathaniel,,Unknown,1977,corten,21215,Pimlico Multi-purpose Center,3309 W. Belvedere Ave.,,Exterior,,,,,"3309 W. Belvedere Ave.
21215
(39.348203159211586, -76.67705091210944)"
Hisaka,Don M.,,Jacob France Fountain,,,21230,John L. Deaton Medical Center,611 S. Charles St.,,,,,,,"611 S. Charles St.
21230
(39.28133656408909, -76.61467106705419)"
Cordon-Douglas,Emily,,Grasshopper's Revenge,2008,mural,21213,Movie Shed at Herring Run Park,3900 Belair Road,,movie shed building,"brightly painted grasshopper, nature scene","Visible, must drive into park area several meters",,,"3900 Belair Road
21213
(39.316199999999924, -76.57662999999991)"
Rodin,Auguste,,Balzac,,,21218,The Wurtzburger Sculpture Garden,10 Art Museum Drive,,,,,,,"10 Art Museum Drive
21218
(39.325933943522045, -76.61823238229022)"
Kepes,Gyogry,,Unknown,,stained glass,21231,Commodore John Rogers ES,100 N. Chester St.,PS  27,Library/corridors,,,,,"100 N. Chester St.
21231
(39.293378486061386, -76.58751154176935)"
Ellsberry,John,,,1992,mural,21201,500 N. Howard St.,500 N. Howard St.,,Marquee of Mayfair Theater,"Mayfair, including Billy Holiday and five piece band",Visible,,,"500 N. Howard St.
21201
(39.294996911178586, -76.61987063772014)"
Shaw,Ernest,,,2000,mural,21202,1207 E. North Ave.,1207 E. North Ave.,,Side of building with park,,Visible,,,"1207 E. North Ave.
21202
(39.31180559444175, -76.60210753830489)"
unknown,,,Peace Cross(Victory Cross),1920,granite,21218,Cathedral of the Incarnation,North Charles St. and University Pkwy.,,Episcopal Cathedral Grounds Charles st at University Pkwy,,,,Y,"North Charles St. and University Pkwy.
21218
(39.33257094009832, -76.61805251788434)"
unknown,,,Guilford Entrance: Antique Italian Well Head,,,21218,Guilford Entrance,near St. Paul and University Pkwy.,,,,,,,"near St. Paul and University Pkwy.
21218
(39.32947000000013, -76.60331999999988)"
Jacobson,Patrick,,,1999,mural,21230,765 W. Cross St.,765 W. Cross St.,,Side of building,Squid and fish with blue background,Limited visibility,,,"765 W. Cross St.
21230
(39.27977174375809, -76.62786412122404)"
DuBois,Paul,https://data.baltimorecity.gov/views/5xsg-uc29/files/Cei80JiOZvuPWXwsUSFSZV6ptyrWbaPXS2rJvtFipn8?filename=458_Dubois+P_1885.JPG&content_type=image%2Fjpeg%3B+charset%3Dbinary,Military Courage,1885,bronze,21201,Mount Vernon Place West Garden,Mount Vernon Pl.,,West of Monument,Seated Roman Soldier,Highly visible,Outdoor acessible,,"Mount Vernon Pl.
21201
(39.29730928950913, -76.61563717252402)"
Kissack,Lyle,,,1999,mural,21218,450 E. 22nd St.,450 E. 22nd St.,,Side of building facing Greenmount Ave.,People in community,Very visible,,,"450 E. 22nd St.
21218
(39.31451255374998, -76.60966184335098)"
Ives,Norman,,Unknown,1970,"acrylic, wood",21223,Southwestern Sr. HS,200 Font Hill Ave.,,Second floor lobby,,,,,"200 Font Hill Ave.
21223
(39.28353990306084, -76.66253298545354)"
Nguyen,Kien,,,2006,mural,21202,"JFX Farmers Market, parking lot",212 Holliday Street,,column in parking lot,one of many painted columns,Very Visible,,,"212 Holliday Street
21202
(39.29146211325886, -76.61031346272442)"
In Progress,,,,2000,mural,21217,2258 Linden Ave.,2258 Linden Ave.,,CAN NOT LOCATE,CAN NOT LOCATE,N/A,,,"2258 Linden Ave.
21217
(39.31372115036419, -76.63547238559192)"
Hanbury,Una,,Unknown,1967,sculpture,21201,Medical Examiners Building,111 Penn St.,,Interior,,,,,"111 Penn St.
21201
(39.2873498103174, -76.62586208378553)"
unknown,,,Flagstaff,1920,,21223,Wilkens Ave. and Gilmore Str.,Wilkens Ave. and Gilmore St.,,,,,,Y,"Wilkens Ave. and Gilmore St.
21223
(39.28356688272174, -76.64210038894782)"
