ticket_id,ticket_created,date_of_issue,time_of_issue,form,method,issue,caller_id_number,type_of_call_or_messge,advertiser_business_number,state,zip,location_center_point_of_the_zip_code
1000820,05/25/2016 05:06:19 PM +0000,5/25/16,8:00 AM,Phone,Wired,Telemarketing (including do not call and spoofing),850-254-0911,Live Voice,,FL,32340,"FL 32340
(30.46323, -83.4053)"
1000829,05/25/2016 05:08:37 PM +0000,5/25/16,11:46 AM,Phone,Wired,Robocalls,843-788-9580,Abandoned Calls,,PA,17053,"PA 17053-9522
(40.321086, -77.130004)"
1000831,05/25/2016 05:08:41 PM +0000,5/25/16,10:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),201-857-9080,Prerecorded Voice,830-407-0997,KS,66071,"KS 66071
(38.575207, -94.865915)"
1000837,05/25/2016 05:10:44 PM +0000,5/25/16,11:40 AM,Phone,Wired,Telemarketing (including do not call and spoofing),571-210-6599,Live Voice,,OH,44131,"OH 44131
(41.384363, -81.658408)"
1000845,05/25/2016 05:13:13 PM +0000,5/25/16,8:45 AM,Phone,Wired,Telemarketing (including do not call and spoofing),858-900-3090,Abandoned Calls,,WA,98119,"WA 98119
(47.639264, -122.367721)"
1000847,05/25/2016 05:13:24 PM +0000,5/25/16,11:50 AM,Phone,Wired,Robocalls,,Abandoned Calls,916-282-3809,GA,30134,"GA 30134
(33.773718, -84.77099)"
1000850,05/25/2016 05:15:18 PM +0000,5/25/16,7:20  a.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,254-522-7532,AZ,85123,"AZ 85123
(32.750187, -111.677544)"
1000851,05/25/2016 05:15:28 PM +0000,5/25/16,11:02 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,610-743-3242,Prerecorded Voice,,TX,75019,"TX 75019
(32.966266, -96.987126)"
1000854,05/25/2016 05:17:35 PM +0000,5/25/16,11:59 a.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,305-905-3934,Prerecorded Voice,,FL,33174,"FL 33174
(25.762656, -80.359113)"
1000856,05/25/2016 05:17:46 PM +0000,5/25/16,11:51 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),216-323-2314,Live Voice,216-323-2314,OH,43214,"OH 43214
(40.051954, -83.019191)"
1000857,05/25/2016 05:17:59 PM +0000,5/24/16,5:38 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),813-874-6747,Prerecorded Voice,,FL,33614,"FL 33614-6631
(27.986217, -82.496824)"
1000873,05/25/2016 05:21:31 PM +0000,5/25/16,11:04 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,202-456-7856,MO,64068,"MO 64068
(39.252954, -94.412372)"
1000874,05/25/2016 05:21:39 PM +0000,5/25/16,9:08 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,216-323-2314,Prerecorded Voice,,AZ,85258,"AZ 85258
(33.565273, -111.894611)"
1000876,05/25/2016 05:22:00 PM +0000,5/25/16,8:30 AM,Phone,Wired,Telemarketing (including do not call and spoofing),844-205-2138,Abandoned Calls,844-205-2138,CA,92129,"CA 92129
(32.962515, -117.12656)"
1000877,05/25/2016 05:22:11 PM +0000,5/24/16,5:50 p.m.,Phone,Wired,Robocalls,317-326-8918,Prerecorded Voice,,IN,46140,"IN 46140
(39.801779, -85.776789)"
1000881,05/25/2016 05:22:43 PM +0000,5/25/16,12:16 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,309-278-5655,Prerecorded Voice,,RI,2840,"RI 02840
(41.484495, -71.3146)"
1000885,05/25/2016 05:23:51 PM +0000,5/25/16,9:18 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,855-414-6220,Prerecorded Voice,,CA,94044,"CA 94044
(37.617695, -122.485896)"
1000886,05/25/2016 05:24:17 PM +0000,5/25/16,10:00 AM,Phone,Wired,Telemarketing (including do not call and spoofing),,Abandoned Calls,320-222-3706,MN,56201,"MN 56201
(45.116971, -95.041936)"
1000892,05/25/2016 05:25:53 PM +0000,5/4/16,,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,888-986-8263,MN,55369,"MN 55369
(45.118596, -93.437909)"
1000907,05/25/2016 05:31:24 PM +0000,5/25/16,11:25 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,781-251-1011,Prerecorded Voice,,LA,70065,"LA 70065
(30.025776, -90.253589)"
1000908,05/25/2016 05:31:39 PM +0000,5/18/16,,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,800-600-3840,MN,55369,"MN 55369
(45.118596, -93.437909)"
1000910,05/25/2016 05:31:50 PM +0000,5/25/16,11:12 AM,Phone,Wired,Robocalls,254-294-3334,Prerecorded Voice,254-294-3334,OK,74012,"OK 74012
(36.052775, -95.8072)"
1000920,05/25/2016 05:35:05 PM +0000,5/24/16,11:16 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,201-308-5378,Abandoned Calls,,VA,22554,"VA 22554
(38.442333, -77.395235)"
1000921,05/25/2016 05:35:07 PM +0000,5/25/16,9:30 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,714-241-4540,Abandoned Calls,,CA,92614,"CA 92614
(33.680007, -117.828817)"
1000922,05/25/2016 05:35:09 PM +0000,5/18/16,,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,218-234-2767,MN,55369,"MN 55369
(45.118596, -93.437909)"
1000923,05/25/2016 05:35:25 PM +0000,5/25/16,8:03 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),360-667-6098,Prerecorded Voice,360-667-6098,NY,11201,"NY 11201
(40.695512, -73.989513)"
1000939,05/25/2016 05:39:02 PM +0000,5/25/16,12:30 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),646-885-0551,Live Voice,,OH,43228,"OH 43228
(39.956854, -83.127376)"
1000950,05/25/2016 05:41:33 PM +0000,5/25/16,11:35 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,TX,76543,"TX 76543
(31.110359, -97.690475)"
1024710,06/08/2016 03:12:19 AM +0000,6/7/16,9:45 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),567-244-4731,Live Voice,567-244-4731,FL,33068,"FL 33068
(26.216056, -80.217416)"
1028321,06/09/2016 08:56:38 PM +0000,6/9/16,3:45 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,FL,33426,"FL 33426
(26.531179, -80.083391)"
1028323,06/09/2016 08:57:33 PM +0000,6/7/16,10:42 AM,Phone,Wired,Telemarketing (including do not call and spoofing),215-987-3632,Prerecorded Voice,,PA,17228,"PA 17228
(39.995058, -78.082656)"
1028325,06/09/2016 08:57:48 PM +0000,6/9/16,2:45 PM,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,330-686-5633,OH,44262,"OH 44262
(41.14072, -81.437284)"
1028327,06/09/2016 08:58:25 PM +0000,6/9/16,3:21 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),360-203-0010,Live Voice,360-203-0010,OH,43062,"OH 43062
(40.003582, -82.680427)"
1028329,06/09/2016 08:58:44 PM +0000,6/9/16,8:30 a.m.,Phone,Wired,Robocalls,877-999-7887,Autodialed Live Voice Call,,AR,72301,"AR 72301
(35.149625, -90.177087)"
1028333,06/09/2016 09:02:18 PM +0000,6/9/16,3:26 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),219-323-8767,Live Voice,,IN,46804,"IN 46804
(41.054836, -85.244597)"
1028335,06/09/2016 09:04:15 PM +0000,6/9/16,3:24 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Autodialed Live Voice Call,,TN,37821,"TN 37821
(35.967885, -83.198721)"
1028338,06/09/2016 09:05:05 PM +0000,6/9/16,3:00 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),936-367-4090,Live Voice,936-367-4090,AR,72301,"AR 72301-2136
(35.155844, -90.171008)"
1028340,06/09/2016 09:06:08 PM +0000,6/9/16,1:45 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),202-444-4444,Live Voice,,ID,83705,"ID 83705
(43.579675, -116.224114)"
1028348,06/09/2016 09:08:01 PM +0000,6/9/16,3:12 PM,Phone,Wired,Telemarketing (including do not call and spoofing),610-508-4045,Prerecorded Voice,610-508-4045,PA,17228,"PA 17228
(39.995058, -78.082656)"
1028351,06/09/2016 09:08:23 PM +0000,6/8/16,10:56 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),408-771-2126,Live Voice,,AZ,85233,"AZ 85233
(33.350782, -111.809417)"
1000951,05/25/2016 05:42:11 PM +0000,5/25/16,12:00 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),773-897-0181,Prerecorded Voice,773-897-0181,PA,16102,"PA 16102
(40.963303, -80.402268)"
1000952,05/25/2016 05:42:19 PM +0000,5/25/16,11:30 AM,Phone,Wired,Robocalls,,Prerecorded Voice,,IL,60477,"IL 60477-6430
(41.560582, -87.782095)"
1000954,05/25/2016 05:42:37 PM +0000,5/25/16,9:45 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),405-212-7258,Text Message,,CO,80210,"CO 80210
(39.679179, -104.963089)"
1000956,05/25/2016 05:43:08 PM +0000,5/24/16,,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,WA,98008,"WA 98008
(47.609515, -122.117365)"
1000957,05/25/2016 05:43:20 PM +0000,5/24/16,9:30 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),310-294-3744,Live Voice,942-327-6159,CA,92586,"CA 92586
(33.707315, -117.197866)"
1000960,05/25/2016 05:45:54 PM +0000,5/25/16,10:34 a.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,216-323-2314,Prerecorded Voice,,UT,84088,"UT 84088
(40.595075, -111.964518)"
1024964,06/08/2016 01:14:11 PM +0000,6/7/16,1:35 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),320-207-5633,Live Voice,,PA,17090,"PA 17090
(40.329977, -77.179542)"
1024974,06/08/2016 01:33:07 PM +0000,6/1/16,,Phone,Wired,Telemarketing (including do not call and spoofing),877-290-1033,Abandoned Calls,,MN,55707,"MN 55707
(46.541162, -92.626163)"
1024978,06/08/2016 01:41:03 PM +0000,6/7/16,8:33 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,347-926-7311,Prerecorded Voice,347-926-7311,OH,44212,"OH 44212
(41.246047, -81.828326)"
1024979,06/08/2016 01:48:12 PM +0000,6/8/16,8:34 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,281-710-0042,Prerecorded Voice,,FL,32904,"FL 32904-8150
(28.072219, -80.68307)"
1025007,06/08/2016 02:08:12 PM +0000,5/30/16,9:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),516-635-4085,Live Voice,,PA,19152,"PA 19152
(40.060144, -75.047721)"
1000966,05/25/2016 05:48:16 PM +0000,5/25/16,9:44 AM,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,800-621-8042,AZ,86005,"AZ 86005
(35.131595, -111.668475)"
1000969,05/25/2016 05:49:47 PM +0000,5/25/16,12:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),724-512-8022,Abandoned Calls,724-512-8022,FL,33034,"FL 33034
(25.41006, -80.557416)"
1000971,05/25/2016 05:50:11 PM +0000,2/15/16,8:31 PM,Phone,Wired,Telemarketing (including do not call and spoofing),979-316-6012,Prerecorded Voice,,TX,75033,"TX 75033
(33.175325, -96.848495)"
1031416,06/11/2016 04:47:10 PM +0000,6/9/16,1:00 P.M.,Phone,Wired,Robocalls,,Prerecorded Voice,206-451-5680,IL,60061,"IL 60061-2312
(42.225443, -87.966147)"
1000975,05/25/2016 05:51:14 PM +0000,5/25/16,12:43 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),248-289-9331,Prerecorded Voice,,PA,19064,"PA 19064
(39.931914, -75.338256)"
1031417,06/11/2016 04:47:54 PM +0000,6/11/16,10:05 AM,Phone,Wired,Robocalls,866-820-7065,Prerecorded Voice,866-820-7065,VA,20155,"VA 20155
(38.802729, -77.616603)"
1031427,06/11/2016 05:00:03 PM +0000,6/11/16,7:30 AM,Phone,Wired,Robocalls,,Prerecorded Voice,202-831-1034,CA,94706,"CA 94706
(37.889693, -122.294926)"
1031430,06/11/2016 05:07:26 PM +0000,6/9/16,2:03 PM,Phone,Wired,Robocalls,310-363-7813,Prerecorded Voice,310-363-7813,CA,93401,"CA 93401
(35.245417, -120.639108)"
1031483,06/11/2016 06:17:17 PM +0000,6/11/16,9:24 a.m.,Phone,Wired,Robocalls,253-271-5525,Prerecorded Voice,,WA,98012,"WA 98012
(47.843376, -122.201515)"
1031492,06/11/2016 06:24:02 PM +0000,4/1/16,8:00 p.m.,Phone,Wired,Robocalls,323-729-3077,Prerecorded Voice,606-585-3661,TX,78250,"TX 78250
(29.504709, -98.665845)"
1031589,06/11/2016 07:32:28 PM +0000,6/11/16,2:09 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),844-287-3438,Live Voice,,VA,23456,"VA 23456
(36.749223, -76.054108)"
1031594,06/11/2016 07:38:19 PM +0000,6/11/16,2:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),281-661-4023,Abandoned Calls,,VA,20164,"VA 20164
(39.011854, -77.396019)"
1031618,06/11/2016 08:05:24 PM +0000,6/11/16,11:50 a.m.,Phone,Wired,Robocalls,,Prerecorded Voice,,WA,98512,"WA 98512
(46.96755, -123.020941)"
1000980,05/25/2016 05:52:47 PM +0000,5/25/16,12:44 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),610-743-3242,Prerecorded Voice,,PA,17522,"PA 17522
(40.174693, -76.175963)"
1031673,06/11/2016 08:59:48 PM +0000,6/11/16,2:49 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),210-390-1416,Prerecorded Voice,,TX,76206,"TX 76206
(33.26, -97.15)"
1000985,05/25/2016 05:53:29 PM +0000,5/24/16,7:18 p.m.,Phone,Wired,Robocalls,803-567-4163,Prerecorded Voice,,SC,29672,"SC 29672
(34.740858, -82.947134)"
1031782,06/11/2016 10:43:26 PM +0000,6/11/16,5:10 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),732-904-6664,Live Voice,,NJ,7748,"NJ 07748
(40.398623, -74.116757)"
1031861,06/11/2016 11:55:39 PM +0000,6/11/16,6:31 p.m.,Phone,Wired,Robocalls,,Abandoned Calls,800-536-1584,VA,23237,"VA 23237
(37.402253, -77.460048)"
1000986,05/25/2016 05:53:51 PM +0000,5/25/16,,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),510-201-0128,Prerecorded Voice,,CA,94610,"CA 94610
(37.8118, -122.240335)"
1000996,05/25/2016 05:56:10 PM +0000,5/25/16,11:42 a.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,216-323-2314,Prerecorded Voice,,OK,74133,"OK 74133
(36.04226, -95.881748)"
1000997,05/25/2016 05:56:11 PM +0000,5/25/16,12:48 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),559-383-0577,Prerecorded Voice,,MI,48230,"MI 48230
(42.383983, -82.923297)"
1031988,06/12/2016 03:18:43 AM +0000,6/11/16,7:03 PM,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,417-855-2070,AZ,85044,"AZ 85044
(33.334173, -111.988282)"
1032001,06/12/2016 03:40:01 AM +0000,6/8/16,3:42 PM,Phone,Wired,Telemarketing (including do not call and spoofing),507-216-4016,Prerecorded Voice,,CA,94116,"CA 94116
(37.744235, -122.485994)"
1001002,05/25/2016 05:57:52 PM +0000,5/25/16,11:50 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,610-508-4057,Abandoned Calls,610-508-4057,MD,20817,"MD 20817
(38.998099, -77.143306)"
1001005,05/25/2016 05:58:28 PM +0000,5/25/16,9:46 A.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),303-241-7410,Text Message,,CA,92831,"CA 92831
(33.879579, -117.896338)"
1001006,05/25/2016 05:58:30 PM +0000,3/7/16,11:30 a.m.,Phone,Wired,Robocalls,,Prerecorded Voice,844-327-5711,NC,27265,"NC 27265
(36.012316, -80.017507)"
1001007,05/25/2016 05:58:48 PM +0000,5/25/16,12:30 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,,MI,49464,"MI 49464
(42.832682, -85.992187)"
1001008,05/25/2016 06:00:08 PM +0000,5/25/16,11:43 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),915-217-6716,Live Voice,,SC,29672,"SC 29672
(34.740858, -82.947134)"
1001024,05/25/2016 06:02:16 PM +0000,5/25/16,11:42 a.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),304-273-2586,Prerecorded Voice,,WV,25262,"WV 25262
(38.902971, -81.81354)"
1001028,05/25/2016 06:03:17 PM +0000,5/25/16,12:52 p.m.,Phone,Wired,Robocalls,855-202-9085,Prerecorded Voice,855-202-9085,FL,33569,"FL 33569
(27.848422, -82.299323)"
1001034,05/25/2016 06:04:27 PM +0000,5/25/16,11:45 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),305-358-4856,Prerecorded Voice,,MO,64108,"MO 64108
(39.084418, -94.583684)"
1001036,05/25/2016 06:04:50 PM +0000,5/25/16,11:48 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),580-233-6186,Live Voice,,TX,78028,"TX 78028
(30.034032, -99.141107)"
1025454,06/08/2016 05:22:33 PM +0000,6/8/16,,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),800-962-8842,Live Voice,,FL,32207,"FL 32207
(30.293003, -81.634444)"
1001038,05/25/2016 06:05:04 PM +0000,5/25/16,1:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,720-450-9607,FL,33437,"FL 33437
(26.513103, -80.148443)"
1001042,05/25/2016 06:06:46 PM +0000,5/25/16,12:10 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,972-666-8436,MI,48331,"MI 48331
(42.506886, -83.407804)"
1001044,05/25/2016 06:07:27 PM +0000,5/25/16,12:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),217-481-8293,Live Voice,,IL,60656,"IL 60656
(41.974566, -87.817934)"
1001045,05/25/2016 06:07:41 PM +0000,5/25/16,1:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),802-379-2198,Prerecorded Voice,802-379-2198,OH,44870,"OH 44870
(41.414322, -82.71372)"
1001048,05/25/2016 06:08:23 PM +0000,5/25/16,,Phone,Wireless (cell phone/other mobile device),Robocalls,,Abandoned Calls,,VA,22181,"VA 22181
(38.899737, -77.290521)"
1001054,05/25/2016 06:09:57 PM +0000,5/25/16,11:38 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,517-207-7037,Prerecorded Voice,517-207-7037,FL,32401,"FL 32401
(30.161715, -85.652692)"
1056064,06/26/2016 09:47:17 PM +0000,6/26/16,11:14 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),844-898-1220,Text Message,,IL,60640,"IL 60640
(41.971888, -87.662232)"
1056068,06/26/2016 09:54:08 PM +0000,6/26/16,3:28 PM,Phone,Wired,Telemarketing (including do not call and spoofing),,Abandoned Calls,585-433-0969,MN,55305,"MN 55305
(44.954693, -93.432257)"
1056072,06/26/2016 09:55:50 PM +0000,6/26/16,4:30 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,757-217-9958,Prerecorded Voice,,PA,15208,"PA 15208
(40.452682, -79.89952)"
1056073,06/26/2016 09:59:55 PM +0000,6/26/16,1:36 p.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),702-941-1970,Live Voice,,NV,89703,"NV 89703
(39.161798, -119.806152)"
1056076,06/26/2016 10:12:54 PM +0000,6/26/16,10:47 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),850-347-8230,Text Message,,CA,90815,"CA 90815-3606
(33.790316, -118.097198)"
1056252,06/27/2016 03:45:16 AM +0000,6/22/16,4:30 PM,Phone,Wired,Telemarketing (including do not call and spoofing),877-266-8951,Live Voice,,ME,4030,"ME 04030
(43.595167, -70.698554)"
1056281,06/27/2016 04:36:37 AM +0000,6/13/16,1:20 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,800-362-0272,KS,66860,"KS 66860
(38.123401, -96.127307)"
1056284,06/27/2016 05:09:53 AM +0000,6/8/16,10:53 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),757-201-9871,Prerecorded Voice,,NH,3878,"NH 03878-2727
(43.264334, -70.866346)"
1140646,08/16/2016 01:36:09 PM +0000,,,Phone,,Telemarketing (including do not call and spoofing),,,,WI,54304,"WI 54304
(44.498184, -88.067821)"
1143018,08/17/2016 02:23:23 PM +0000,8/17/16,6:11 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,408-385-2746,AZ,85142,"AZ 85142
(33.212085, -111.641148)"
1143092,08/17/2016 03:12:36 PM +0000,8/17/16,9:38 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),303-219-8732,Prerecorded Voice,862-205-3166,VA,20170,"VA 20170
(38.979271, -77.381169)"
1143093,08/17/2016 03:14:17 PM +0000,8/17/16,9:07 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,201-466-9590,NE,69101,"NE 69101
(41.115232, -100.773121)"
